step,elapsed_tokens,elapsed_examples,training_loss,training_sequence_accuracy,training_token_accuracy,validation_loss,validation_sequence_accuracy,validation_token_accuracy,classification/accuracy,classification/precision,classification/recall,classification/auroc,classification/auprc,classification/f1.0
789,256680,6312,0.03479162847165883,0.75,0.75,,,,,,,,,
790,257008,6320,0.02762898636307364,0.75,0.75,,,,,,,,,
791,257208,6328,0.037450867674585116,1.0,1.0,,,,,,,,,
792,257472,6336,0.042570093665362956,0.75,0.75,,,,,,,,,
793,257992,6344,0.038287809282419406,0.625,0.625,0.0366742145112803,0.875,0.875,,,,,,
794,258320,6352,0.03518320470026811,1.0,1.0,,,,,,,,,
795,258520,6360,0.07076473008747297,0.375,0.375,,,,,,,,,
796,258912,6368,0.02947799404881152,1.0,1.0,,,,,,,,,
797,259240,6376,0.034130176110120376,0.875,0.875,,,,,,,,,
798,259504,6384,0.04764901509943229,0.75,0.75,,,,,,,,,
799,259704,6392,0.035851583404898225,0.875,0.875,,,,,,,,,
800,260096,6400,0.029183875853274605,0.75,0.75,,,,,,,,,
801,260552,6408,0.024538622286992384,1.0,1.0,0.026992772296245155,0.75,0.75,,,,,,
802,260880,6416,0.027698647597719173,1.0,1.0,,,,,,,,,
803,261336,6424,0.025552373361619436,0.875,0.875,,,,,,,,,
804,261792,6432,0.022179176114979264,0.75,0.75,,,,,,,,,
805,262120,6440,0.03276684764937818,0.75,0.75,,,,,,,,,
806,262384,6448,0.03010436646852213,0.875,0.875,,,,,,,,,
807,262840,6456,0.036743820751276614,0.625,0.625,,,,,,,,,
808,263168,6464,0.03070579181525318,0.875,0.875,,,,,,,,,
809,263496,6472,0.028557051156090897,0.875,0.875,0.044424415317856375,0.75,0.75,,,,,,
810,263760,6480,0.04313594582040196,0.75,0.75,,,,,,,,,
811,264152,6488,0.024100470399983656,0.875,0.875,,,,,,,,,
812,264480,6496,0.02310023834781714,1.0,1.0,,,,,,,,,
813,264744,6504,0.02738781071925132,0.875,0.875,,,,,,,,,
814,264944,6512,0.05272549952133584,0.875,0.875,,,,,,,,,
815,265272,6520,0.028120578622545505,0.75,0.75,,,,,,,,,
816,265600,6528,0.02296063400323692,0.875,0.875,,,,,,,,,
817,265864,6536,0.04609179204240036,0.75,0.75,0.03731219201275962,0.75,0.75,,,,,,
818,266128,6544,0.04840548270814679,0.625,0.625,,,,,,,,,
819,266584,6552,0.02233505848582354,0.875,0.875,,,,,,,,,
820,266976,6560,0.02787563691437754,0.875,0.875,,,,,,,,,
821,267368,6568,0.03288897720592407,0.75,0.75,,,,,,,,,
822,267568,6576,0.0555134000867838,0.625,0.625,,,,,,,,,
823,268024,6584,0.029983339928840003,0.75,0.75,,,,,,,,,
824,268288,6592,0.04863086014618603,0.75,0.75,,,,,,,,,
825,268616,6600,0.027306121927249478,0.875,0.875,0.03235342652219697,0.875,0.875,,,,,,
826,269008,6608,0.027084730746261512,0.875,0.875,,,,,,,,,
827,269272,6616,0.03995871605408866,0.875,0.875,,,,,,,,,
828,269472,6624,0.04170051968932967,0.875,0.875,,,,,,,,,
829,269800,6632,0.03259694159049832,0.75,0.75,,,,,,,,,
830,270000,6640,0.04839940348712843,0.875,0.875,,,,,,,,,
831,270392,6648,0.026332258510544004,0.875,0.875,,,,,,,,,
832,271040,6656,0.025047185708186592,0.625,0.625,,,,,,,,,
833,271368,6664,0.032359135121198056,0.75,0.75,0.07124661352155573,0.75,0.75,,,,,,
834,271696,6672,0.029891030698770926,0.875,0.875,,,,,,,,,
835,272024,6680,0.02985933467420182,1.0,1.0,,,,,,,,,
836,272416,6688,0.02224122124904473,0.875,0.875,,,,,,,,,
837,272616,6696,0.05421222748360682,0.625,0.625,,,,,,,,,
838,273072,6704,0.03280157787874876,0.75,0.75,,,,,,,,,
839,273400,6712,0.039925298415193544,0.75,0.75,,,,,,,,,
840,273664,6720,0.04303621243476982,0.75,0.75,,,,,,,,,
841,273992,6728,0.03236070382397156,0.875,0.875,0.01968798345401107,1.0,1.0,,,,,,
842,274256,6736,0.034447660235885,1.0,1.0,,,,,,,,,
843,274584,6744,0.02992915175181406,1.0,1.0,,,,,,,,,
844,274912,6752,0.04403024435171392,0.625,0.625,,,,,,,,,
845,275240,6760,0.03827053243719274,0.625,0.625,,,,,,,,,
846,275632,6768,0.057361085927852086,0.375,0.375,,,,,,,,,
847,275896,6776,0.029669016418179123,1.0,1.0,,,,,,,,,
848,276480,6784,0.019755620169598843,0.875,0.875,,,,,,,,,
849,276872,6792,0.02959348262796387,1.0,1.0,0.038440543570663066,0.875,0.875,,,,,,
850,277520,6800,0.021539243107419677,0.625,0.625,,,,,,,,,
851,277720,6808,0.06296467468422938,0.75,0.75,,,,,,,,,
852,278048,6816,0.029367527928538036,1.0,1.0,,,,,,,,,
853,278376,6824,0.028898491154257494,1.0,1.0,,,,,,,,,
854,278640,6832,0.04506681907677375,0.75,0.75,,,,,,,,,
855,278968,6840,0.034813975715689595,0.875,0.875,,,,,,,,,
856,279360,6848,0.029363635969687798,1.0,1.0,,,,,,,,,
857,279688,6856,0.03062187685871322,1.0,1.0,0.054677194213618344,0.75,0.75,,,,,,
858,279952,6864,0.03841633468276541,0.75,0.75,,,,,,,,,
859,280280,6872,0.04287164362790645,0.875,0.875,,,,,,,,,
860,280608,6880,0.03626717463554815,0.625,0.625,,,,,,,,,
861,281000,6888,0.02610001632071847,0.875,0.875,,,,,,,,,
862,281392,6896,0.03477772088684408,0.5,0.5,,,,,,,,,
863,281656,6904,0.034251933800187546,0.875,0.875,,,,,,,,,
864,281920,6912,0.03254388868300339,1.0,1.0,,,,,,,,,
865,282184,6920,0.039506922966502316,0.75,0.75,0.04480696899021192,0.75,0.75,,,,,,
866,282384,6928,0.07518045638911039,0.5,0.5,,,,,,,,,
867,282648,6936,0.03689144633525984,0.875,0.875,,,,,,,,,
868,283040,6944,0.019365864414755077,1.0,1.0,,,,,,,,,
869,283368,6952,0.02927405407584775,1.0,1.0,,,,,,,,,
870,283760,6960,0.02720874116923369,0.875,0.875,,,,,,,,,
871,284216,6968,0.02097388960133295,0.75,0.75,,,,,,,,,
872,284480,6976,0.05257881937171078,0.75,0.75,,,,,,,,,
873,284744,6984,0.04655931134166167,0.625,0.625,0.03341322929290982,0.625,0.625,,,,,,
874,285008,6992,0.036983550531736,0.75,0.75,,,,,,,,,
875,285336,7000,0.03796844012834481,0.75,0.75,,,,,,,,,
876,285792,7008,0.0272960974538702,0.75,0.75,,,,,,,,,
877,286120,7016,0.0503829544343389,0.625,0.625,,,,,,,,,
878,286448,7024,0.03886527553314591,0.875,0.875,,,,,,,,,
879,286648,7032,0.03953697530688563,0.75,0.75,,,,,,,,,
880,287232,7040,0.023020308930366204,0.75,0.75,,,,,,,,,
881,287560,7048,0.023599856367927715,1.0,1.0,0.026992824433497542,0.75,0.75,,,,,,
882,287824,7056,0.034377875037662306,0.875,0.875,,,,,,,,,
883,288408,7064,0.017912049439085722,0.625,0.625,,,,,,,,,
884,288672,7072,0.03998135963378445,0.875,0.875,,,,,,,,,
885,289064,7080,0.0315509355649859,0.875,0.875,,,,,,,,,
886,289392,7088,0.03443572642313666,0.875,0.875,,,,,,,,,
887,289720,7096,0.02932455254324668,0.75,0.75,,,,,,,,,
888,290304,7104,0.02022463006223714,1.0,1.0,,,,,,,,,
889,290824,7112,0.027394947211578254,0.625,0.625,0.039882175909369835,0.875,0.875,,,,,,
890,291024,7120,0.05221176569364616,0.75,0.75,,,,,,,,,
891,291416,7128,0.04104295136431271,1.0,1.0,,,,,,,,,
892,291744,7136,0.03676501790595649,0.75,0.75,,,,,,,,,
893,292008,7144,0.045793729200067905,0.75,0.75,,,,,,,,,
894,292272,7152,0.054156149999362246,0.625,0.625,,,,,,,,,
895,292664,7160,0.0301768472124354,0.875,0.875,,,,,,,,,
896,292992,7168,0.0344370435925448,1.0,1.0,,,,,,,,,
897,293320,7176,0.03901942696279366,0.75,0.75,0.050559714173734394,0.875,0.875,,,,,,
898,293648,7184,0.040131772593158525,0.375,0.375,,,,,,,,,
899,293976,7192,0.03503011853746284,0.75,0.75,,,,,,,,,
900,294176,7200,0.05041640487443752,0.75,0.75,,,,,,,,,
901,294376,7208,0.046223312410002125,0.625,0.625,,,,,,,,,
902,294576,7216,0.05587562891947526,0.625,0.625,,,,,,,,,
903,294904,7224,0.027369439942151075,0.875,0.875,,,,,,,,,
904,295232,7232,0.034005932088039106,0.75,0.75,,,,,,,,,
905,295496,7240,0.04052556423831447,1.0,1.0,0.028744276802271998,0.875,0.875,,,,,,
906,295888,7248,0.02699673115064191,0.875,0.875,,,,,,,,,
907,296216,7256,0.030664941893723152,0.875,0.875,,,,,,,,,
908,296544,7264,0.03575027306312405,0.875,0.875,,,,,,,,,
909,296744,7272,0.053558177532540864,0.875,0.875,,,,,,,,,
910,297008,7280,0.04293847530975655,0.75,0.75,,,,,,,,,
911,297208,7288,0.054896822837084365,0.5,0.5,,,,,,,,,
912,297664,7296,0.034343948016144814,0.75,0.75,,,,,,,,,
913,297992,7304,0.03533240539109102,0.625,0.625,0.05607703264140582,0.625,0.625,,,,,,
914,298320,7312,0.03749403582242667,0.875,0.875,,,,,,,,,
915,298584,7320,0.04066803592006181,0.75,0.75,,,,,,,,,
916,298976,7328,0.03639215113642725,0.625,0.625,,,,,,,,,
917,299304,7336,0.03849683855003787,0.75,0.75,,,,,,,,,
918,299568,7344,0.024047300138709034,1.0,1.0,,,,,,,,,
919,299768,7352,0.05175194384188216,0.875,0.875,,,,,,,,,
920,299968,7360,0.04468467819118815,1.0,1.0,,,,,,,,,
921,300232,7368,0.04680943983657926,0.75,0.75,0.029164198049242265,0.875,0.875,,,,,,
922,300496,7376,0.031233627883802916,0.875,0.875,,,,,,,,,
923,300888,7384,0.030078886953591188,0.875,0.875,,,,,,,,,
924,301216,7392,0.025482404228609083,0.875,0.875,,,,,,,,,
925,301480,7400,0.07534609416240984,0.5,0.5,,,,,,,,,
926,301680,7408,0.058424126675424015,0.875,0.875,,,,,,,,,
927,301944,7416,0.03428794411562194,0.875,0.875,,,,,,,,,
928,302336,7424,0.017896148433355852,1.0,1.0,,,,,,,,,
929,302536,7432,0.0544765375582574,0.75,0.75,0.026575750717633382,0.625,0.625,,,,,,
930,302864,7440,0.03220932766912302,1.0,1.0,,,,,,,,,
931,303128,7448,0.04522675319788504,0.625,0.625,,,,,,,,,
932,303392,7456,0.038890857660735495,1.0,1.0,,,,,,,,,
933,303720,7464,0.03658257656476781,0.75,0.75,,,,,,,,,
934,304112,7472,0.03206503242857555,0.875,0.875,,,,,,,,,
935,304376,7480,0.05121567223401143,0.75,0.75,,,,,,,,,
936,304704,7488,0.024537250971377947,1.0,1.0,,,,,,,,,
937,305032,7496,0.030124302376432755,1.0,1.0,0.026906473259603242,0.75,0.75,,,,,,
938,305360,7504,0.0417554448333176,0.75,0.75,,,,,,,,,
939,305688,7512,0.05467319359374233,0.5,0.5,,,,,,,,,
940,305888,7520,0.042676821618151735,1.0,1.0,,,,,,,,,
941,306152,7528,0.04037724442423496,1.0,1.0,,,,,,,,,
942,306480,7536,0.030672898587541568,0.875,0.875,,,,,,,,,
943,306744,7544,0.026824893891312054,1.0,1.0,,,,,,,,,
944,307200,7552,0.022360710193949803,0.875,0.875,,,,,,,,,
945,307592,7560,0.03624062994206421,0.75,0.75,0.051207307860504446,0.625,0.625,,,,,,
946,307920,7568,0.04590468949667412,0.5,0.5,,,,,,,,,
947,308120,7576,0.05667099654977697,0.75,0.75,,,,,,,,,
948,308448,7584,0.02520200405820287,0.875,0.875,,,,,,,,,
949,308648,7592,0.03901677739740989,0.875,0.875,,,,,,,,,
950,309104,7600,0.02422008262191542,0.875,0.875,,,,,,,,,
951,309368,7608,0.04754695200413153,0.75,0.75,,,,,,,,,
952,309824,7616,0.031225806400595628,0.625,0.625,,,,,,,,,
953,310280,7624,0.023905869132623984,0.875,0.875,0.05809643251655871,0.5,0.5,,,,,,
954,310672,7632,0.03453322283605909,0.75,0.75,,,,,,,,,
955,311000,7640,0.03844070244756949,0.875,0.875,,,,,,,,,
956,311328,7648,0.04052476236972143,0.625,0.625,,,,,,,,,
957,311848,7656,0.021173373837737017,0.875,0.875,,,,,,,,,
958,312240,7664,0.03345490193318559,0.875,0.875,,,,,,,,,
959,312568,7672,0.03461024285057647,0.75,0.75,,,,,,,,,
960,312832,7680,0.04163852614958159,0.75,0.75,,,,,,,,,
961,313160,7688,0.025966426975952344,1.0,1.0,0.03059606387204258,0.875,0.875,,,,,,
962,313424,7696,0.04098484636654576,0.75,0.75,,,,,,,,,
963,313816,7704,0.0336569618257272,0.75,0.75,,,,,,,,,
964,314144,7712,0.03385162651173232,0.75,0.75,,,,,,,,,
965,314408,7720,0.04548421271256301,0.625,0.625,,,,,,,,,
966,314608,7728,0.04361863105048541,0.75,0.75,,,,,,,,,
967,315000,7736,0.03835009608237063,0.625,0.625,,,,,,,,,
968,315264,7744,0.037201516084560356,0.625,0.625,,,,,,,,,
969,315592,7752,0.04218580307489901,0.625,0.625,0.03470484467470669,0.75,0.75,,,,,,
970,315856,7760,0.03965749163106011,0.625,0.625,,,,,,,,,
971,316184,7768,0.02447660909562547,1.0,1.0,,,,,,,,,
972,316576,7776,0.02392632115458279,1.0,1.0,,,,,,,,,
973,316840,7784,0.03888026700804403,1.0,1.0,,,,,,,,,
974,317040,7792,0.03316568645436443,1.0,1.0,,,,,,,,,
975,317304,7800,0.05117414886859478,0.75,0.75,,,,,,,,,
976,317632,7808,0.02762277471100242,0.875,0.875,,,,,,,,,
977,317960,7816,0.025134437448054086,1.0,1.0,0.03389498678459495,0.875,0.875,,,,,,
978,318288,7824,0.04715916383234435,0.75,0.75,,,,,,,,,
979,318616,7832,0.03232760684965251,0.875,0.875,,,,,,,,,
980,318816,7840,0.043867954210242414,0.75,0.75,,,,,,,,,
981,319016,7848,0.04339288189119544,0.75,0.75,,,,,,,,,
982,319408,7856,0.03360502246642985,0.75,0.75,,,,,,,,,
983,319672,7864,0.05208988924759069,0.75,0.75,,,,,,,,,
984,320000,7872,0.033301381300174404,0.75,0.75,,,,,,,,,
985,320200,7880,0.0440621015704043,0.875,0.875,0.030265379384563855,0.875,0.875,,,,,,
986,320592,7888,0.027097578427189243,0.875,0.875,,,,,,,,,
987,320792,7896,0.03515284029554096,1.0,1.0,,,,,,,,,
988,321056,7904,0.05031443066915017,0.75,0.75,,,,,,,,,
989,321448,7912,0.02969791953915167,0.875,0.875,,,,,,,,,
990,322032,7920,0.027575721621506094,0.875,0.875,,,,,,,,,
991,322360,7928,0.026846967783858415,1.0,1.0,,,,,,,,,
992,322560,7936,0.031739737144310616,1.0,1.0,,,,,,,,,
993,323016,7944,0.03283584188144493,0.625,0.625,0.021248496893250767,0.875,0.875,,,,,,
994,323344,7952,0.0264114584151248,0.875,0.875,,,,,,,,,
995,323608,7960,0.04600919254882683,0.625,0.625,,,,,,,,,
996,324064,7968,0.017729855707111716,1.0,1.0,,,,,,,,,
997,324520,7976,0.022146186609141815,0.875,0.875,,,,,,,,,
998,324720,7984,0.04468918855796802,0.75,0.75,,,,,,,,,
999,325048,7992,0.05073953039591652,0.75,0.75,,,,,,,,,
1000,325504,8000,0.022161787291323502,0.75,0.75,,,,,,,,,
1001,326024,8008,0.03138378118354013,0.625,0.625,0.04369192683260432,0.625,0.625,,,,,,
1002,326416,8016,0.04170134726980601,0.75,0.75,,,,,,,,,
1003,326744,8024,0.03822631266165991,0.75,0.75,,,,,,,,,
1004,327264,8032,0.02207184911110062,0.75,0.75,,,,,,,,,
1005,327464,8040,0.06640067024264378,0.75,0.75,,,,,,,,,
1006,327664,8048,0.0478040306606393,0.875,0.875,,,,,,,,,
1007,328120,8056,0.018347744772446665,0.875,0.875,,,,,,,,,
1008,328512,8064,0.029517389904828332,0.875,0.875,,,,,,,,,
1009,328840,8072,0.02686700665585886,0.75,0.75,0.030553763076779428,1.0,1.0,,,,,,
1010,329040,8080,0.04824806952145081,0.75,0.75,,,,,,,,,
1011,329368,8088,0.04038369666786457,0.75,0.75,,,,,,,,,
1012,329568,8096,0.03218072922631109,1.0,1.0,,,,,,,,,
1013,329832,8104,0.04128617814717018,0.75,0.75,,,,,,,,,
1014,330032,8112,0.04704142810212944,0.75,0.75,,,,,,,,,
1015,330296,8120,0.045216507737786744,0.75,0.75,,,,,,,,,
1016,330496,8128,0.05036444091071038,0.75,0.75,,,,,,,,,
1017,330696,8136,0.034204928726597555,0.875,0.875,0.03921069077737532,0.75,0.75,,,,,,
1018,330960,8144,0.03517519312827688,0.75,0.75,,,,,,,,,
1019,331352,8152,0.02321140200799467,0.875,0.875,,,,,,,,,
1020,331616,8160,0.03179494225114695,1.0,1.0,,,,,,,,,
1021,331880,8168,0.03845193809539524,0.875,0.875,,,,,,,,,
1022,332208,8176,0.034967687845986806,0.75,0.75,,,,,,,,,
1023,332536,8184,0.032491508353048634,1.0,1.0,,,,,,,,,
1024,332864,8192,0.031659142855229215,0.875,0.875,,,,,,,,,
1025,333128,8200,0.04080239319922839,0.875,0.875,0.04037507010527634,0.75,0.75,,,,,,
1026,333392,8208,0.028951394550384747,1.0,1.0,,,,,,,,,
1027,333720,8216,0.03013552166716909,0.875,0.875,,,,,,,,,
1028,334048,8224,0.03514111326284547,0.75,0.75,,,,,,,,,
1029,334440,8232,0.03129794888367845,0.875,0.875,,,,,,,,,
1030,334768,8240,0.029498235316297722,1.0,1.0,,,,,,,,,
1031,335160,8248,0.035299329074550766,0.875,0.875,,,,,,,,,
1032,335360,8256,0.04126246848080579,0.625,0.625,,,,,,,,,
1033,335752,8264,0.03288419962855187,0.75,0.75,0.034948067135745074,0.75,0.75,,,,,,
1034,336016,8272,0.04452338721512206,0.875,0.875,,,,,,,,,
1035,336344,8280,0.03609150388492071,0.75,0.75,,,,,,,,,
1036,336736,8288,0.03158954631118528,0.875,0.875,,,,,,,,,
1037,337000,8296,0.038413675994636375,1.0,1.0,,,,,,,,,
1038,337520,8304,0.015797557686958043,0.875,0.875,,,,,,,,,
1039,337848,8312,0.02915971986993827,1.0,1.0,,,,,,,,,
1040,338176,8320,0.027037527773582044,1.0,1.0,,,,,,,,,
1041,338376,8328,0.03379418678197908,1.0,1.0,0.02314027311060727,1.0,1.0,,,,,,
1042,338768,8336,0.02003628916662213,0.875,0.875,,,,,,,,,
1043,339096,8344,0.033253936343313396,0.5,0.5,,,,,,,,,
1044,339360,8352,0.041811841456028565,0.875,0.875,,,,,,,,,
1045,339688,8360,0.04378200359751282,0.75,0.75,,,,,,,,,
1046,340080,8368,0.03360597746013506,0.75,0.75,,,,,,,,,
1047,340408,8376,0.040087547712579184,0.75,0.75,,,,,,,,,
1048,340608,8384,0.03582113457061496,0.875,0.875,,,,,,,,,
1049,341064,8392,0.027561262177640468,0.875,0.875,0.04060245325822507,1.0,1.0,,,,,,
1050,341392,8400,0.03407492052565613,0.875,0.875,,,,,,,,,
1051,341720,8408,0.02216990287944646,1.0,1.0,,,,,,,,,
1052,342176,8416,0.024238606445552643,0.875,0.875,,,,,,,,,
1053,342440,8424,0.04296167067064061,0.875,0.875,,,,,,,,,
1054,342768,8432,0.029966566438131854,0.875,0.875,,,,,,,,,
1055,343160,8440,0.030602725311206693,0.875,0.875,,,,,,,,,
1056,343616,8448,0.01630345720285212,1.0,1.0,,,,,,,,,
1057,344008,8456,0.02606447168920113,0.875,0.875,0.026733351024391595,0.875,0.875,,,,,,
1058,344336,8464,0.0313062118927628,0.875,0.875,,,,,,,,,
1059,344600,8472,0.02705159187869867,1.0,1.0,,,,,,,,,
1060,344928,8480,0.043804948930885074,0.75,0.75,,,,,,,,,
1061,345384,8488,0.0343213932220559,0.75,0.75,,,,,,,,,
1062,345840,8496,0.02280784332248784,1.0,1.0,,,,,,,,,
1063,346232,8504,0.04157149980689913,0.625,0.625,,,,,,,,,
1064,346688,8512,0.02137619635905139,1.0,1.0,,,,,,,,,
1065,347080,8520,0.041299907426133965,0.5,0.5,0.028593060698549378,0.875,0.875,,,,,,
1066,347344,8528,0.04308625897295769,1.0,1.0,,,,,,,,,
1067,347608,8536,0.026175216668725625,1.0,1.0,,,,,,,,,
1068,347808,8544,0.041799794145457175,0.875,0.875,,,,,,,,,
1069,348072,8552,0.0373910592948414,0.875,0.875,,,,,,,,,
1070,348592,8560,0.02572990072097127,0.75,0.75,,,,,,,,,
1071,348920,8568,0.03484746504062787,0.875,0.875,,,,,,,,,
1072,349440,8576,0.023891001289866834,0.875,0.875,,,,,,,,,
1073,349832,8584,0.02430965808215357,0.75,0.75,0.04637326653118362,0.5,0.5,,,,,,
1074,350224,8592,0.03621925679937097,0.75,0.75,,,,,,,,,
1075,350424,8600,0.03814481835227828,1.0,1.0,,,,,,,,,
1076,350688,8608,0.04205172324222076,0.875,0.875,,,,,,,,,
1077,350888,8616,0.045335851973706355,0.875,0.875,,,,,,,,,
1078,351152,8624,0.0645274470541335,0.5,0.5,,,,,,,,,
1079,351416,8632,0.03567633564283824,0.875,0.875,,,,,,,,,
1080,351616,8640,0.05671833852255076,0.75,0.75,,,,,,,,,
1081,352008,8648,0.03428791257987541,0.75,0.75,0.04006784517509368,0.75,0.75,,,,,,
1082,352400,8656,0.028226078495911983,0.875,0.875,,,,,,,,,
1083,352664,8664,0.03417540339480184,0.75,0.75,,,,,,,,,
1084,352864,8672,0.03568921567371338,1.0,1.0,,,,,,,,,
1085,353128,8680,0.04396652198954143,0.875,0.875,,,,,,,,,
1086,353392,8688,0.04032752498847913,0.875,0.875,,,,,,,,,
1087,353784,8696,0.03232708722181996,0.75,0.75,,,,,,,,,
1088,354112,8704,0.029440657134353388,0.875,0.875,,,,,,,,,
1089,354376,8712,0.036320636978744006,0.875,0.875,0.028915523490632037,1.0,1.0,,,,,,
1090,354576,8720,0.04561914537344516,0.75,0.75,,,,,,,,,
1091,354840,8728,0.037173612704909834,0.875,0.875,,,,,,,,,
1092,355168,8736,0.0377021951090428,0.75,0.75,,,,,,,,,
1093,355560,8744,0.03326070480967853,1.0,1.0,,,,,,,,,
1094,355824,8752,0.045535062293374715,0.75,0.75,,,,,,,,,
1095,356216,8760,0.03573585950787977,0.75,0.75,,,,,,,,,
1096,356544,8768,0.03722938652726589,0.5,0.5,,,,,,,,,
1097,356808,8776,0.04075243831191983,1.0,1.0,0.01973590427721709,1.0,1.0,,,,,,
1098,357200,8784,0.03532013918920711,0.75,0.75,,,,,,,,,
1099,357528,8792,0.02991211684389054,1.0,1.0,,,,,,,,,
1100,357856,8800,0.03816100851236843,0.625,0.625,,,,,,,,,
1101,358440,8808,0.01919471781981378,0.75,0.75,,,,,,,,,
1102,358704,8816,0.056143912784173154,0.75,0.75,,,,,,,,,
1103,359224,8824,0.025749547692071245,0.75,0.75,,,,,,,,,
1104,359424,8832,0.05727541472682787,0.75,0.75,,,,,,,,,
1105,359752,8840,0.02731823749883915,0.875,0.875,0.031546434181558045,0.75,0.75,,,,,,
1106,360080,8848,0.02750119702688244,1.0,1.0,,,,,,,,,
1107,360280,8856,0.038010310509865426,0.75,0.75,,,,,,,,,
1108,360544,8864,0.04350559016665102,0.875,0.875,,,,,,,,,
1109,360872,8872,0.04097795865498483,0.625,0.625,,,,,,,,,
1110,361072,8880,0.03349610712164577,1.0,1.0,,,,,,,,,
1111,361336,8888,0.045649390596636294,0.75,0.75,,,,,,,,,
1112,361728,8896,0.03658164458194127,0.5,0.5,,,,,,,,,
1113,362120,8904,0.04939987567607129,0.375,0.375,0.02869200112722562,0.875,0.875,,,,,,
1114,362384,8912,0.035408388617672704,0.875,0.875,,,,,,,,,
1115,362840,8920,0.023428787648798403,0.875,0.875,,,,,,,,,
1116,363168,8928,0.041215243232831204,0.75,0.75,,,,,,,,,
1117,363432,8936,0.038022798386564326,1.0,1.0,,,,,,,,,
1118,363824,8944,0.02906349767162283,0.875,0.875,,,,,,,,,
1119,364152,8952,0.03241432690501096,0.75,0.75,,,,,,,,,
1120,364416,8960,0.04875784875873705,0.625,0.625,,,,,,,,,
1121,364744,8968,0.038687090731880744,0.75,0.75,0.035327342445307296,0.875,0.875,,,,,,
1122,365136,8976,0.03667047514798772,0.75,0.75,,,,,,,,,
1123,365272,8984,0.0905113774829988,0.5,0.5,,,,,,,,,
1124,365536,8992,0.04488292887046328,0.625,0.625,,,,,,,,,
1125,365864,9000,0.02785949593259284,1.0,1.0,,,,,,,,,
1126,366256,9008,0.041592394095690294,0.5,0.5,,,,,,,,,
1127,366520,9016,0.04271902001525746,1.0,1.0,,,,,,,,,
1128,366976,9024,0.03116072949181476,0.75,0.75,,,,,,,,,
1129,367368,9032,0.032886777785503606,0.875,0.875,0.03294126180860205,0.75,0.75,,,,,,
1130,367760,9040,0.040307425001431814,0.75,0.75,,,,,,,,,
1131,368088,9048,0.03356937308953274,0.875,0.875,,,,,,,,,
1132,368352,9056,0.030759629271140055,0.875,0.875,,,,,,,,,
1133,368744,9064,0.024895256668945268,0.875,0.875,,,,,,,,,
1134,368944,9072,0.04666298008311665,0.75,0.75,,,,,,,,,
1135,369336,9080,0.022862288459252037,0.875,0.875,,,,,,,,,
1136,369664,9088,0.0381472843795491,0.625,0.625,,,,,,,,,
1137,369992,9096,0.046478292284686175,0.75,0.75,0.043417441096535184,1.0,1.0,,,,,,
1138,370192,9104,0.05595882113058906,0.625,0.625,,,,,,,,,
1139,370520,9112,0.03131905963527242,1.0,1.0,,,,,,,,,
1140,370848,9120,0.036049625403022215,0.75,0.75,,,,,,,,,
1141,371240,9128,0.03429661478905018,1.0,1.0,,,,,,,,,
1142,371632,9136,0.05500039437903828,0.5,0.5,,,,,,,,,
1143,372024,9144,0.03375942138135845,0.75,0.75,,,,,,,,,
1144,372288,9152,0.038804483772045165,0.75,0.75,,,,,,,,,
1145,372808,9160,0.025166957787334923,0.875,0.875,0.033668604629259795,0.875,0.875,,,,,,
1146,373072,9168,0.04092353551586711,0.875,0.875,,,,,,,,,
1147,373528,9176,0.020559577509271287,0.875,0.875,,,,,,,,,
1148,373664,9184,0.07043859795932803,0.75,0.75,,,,,,,,,
1149,373928,9192,0.03590579394491214,0.875,0.875,,,,,,,,,
1150,374256,9200,0.024383600382534495,1.0,1.0,,,,,,,,,
1151,374584,9208,0.028046887611591957,1.0,1.0,,,,,,,,,
1152,374784,9216,0.047721913694252494,0.75,0.75,,,,,,,,,
1153,374984,9224,0.03861430827038324,1.0,1.0,0.046447153304294865,0.625,0.625,,,,,,
1154,375184,9232,0.04311949867699392,0.875,0.875,,,,,,,,,
1155,375384,9240,0.05956653514053566,0.75,0.75,,,,,,,,,
1156,375584,9248,0.042657276362582104,0.875,0.875,,,,,,,,,
1157,375912,9256,0.031150910765441946,0.875,0.875,,,,,,,,,
1158,376176,9264,0.04768734101878181,0.625,0.625,,,,,,,,,
1159,376440,9272,0.03434408233651084,1.0,1.0,,,,,,,,,
1160,376704,9280,0.04282496285181878,0.75,0.75,,,,,,,,,
1161,376904,9288,0.03294583063019066,0.875,0.875,0.03267595987953731,0.75,0.75,,,,,,
1162,377296,9296,0.03043924712457435,1.0,1.0,,,,,,,,,
1163,377752,9304,0.025344688044076195,0.75,0.75,,,,,,,,,
1164,377952,9312,0.047373256258533725,0.75,0.75,,,,,,,,,
1165,378152,9320,0.05092325852537973,0.75,0.75,,,,,,,,,
1166,378416,9328,0.041799035331939655,0.875,0.875,,,,,,,,,
1167,378744,9336,0.03077077058015857,0.875,0.875,,,,,,,,,
1168,379136,9344,0.03830249774004187,0.625,0.625,,,,,,,,,
1169,379400,9352,0.06360966736660316,0.875,0.875,0.04216556479672363,0.625,0.625,,,,,,
1170,379600,9360,0.05963713891781785,0.75,0.75,,,,,,,,,
1171,379800,9368,0.04592524343703796,0.875,0.875,,,,,,,,,
